Key,brazilian
modVehicleReserveFuelTank,"Modificação de Tanque de Gasolina Reserva de Veículo"
modVehicleReserveFuelTankDesc,"Aumente em 50% o armazenamento de combustível do veículo com esta modificação."
modVehicleReserveFuelTankSchematic,"Diagrama de Modificação de Tanque de Gasolina Reserva de Veículo"
modVehicleSuperCharger,"Modificação de Supercarregador de Veículo"
modVehicleSuperChargerSchematic,"Diagrama da Modificação de Supercarregador de Veículo"
motionsensorSchematic,"Diagrama de sensor de movimento"
oldCash,"Dinheiro Antigo"
oldCashDesc,"Costumava ser a moeda oficial. Hoje em dia, vale mais por ser feita de papel."
questReward4x4PartsBundle,"Conjunto de peças de 4x4"
poweredDoorsSchematic,"Diagrama de portas e pontes alimentadas"
pressureplateSchematic,"Diagrama de sensores básicos"
resourceBrassObjectGroupDesc,"Os objetos de bronze podem ser reciclados em sucatas de bronze na sua mochila ou derretidos na forja para servirem de recurso principal."
resourceBrokenGlass,"Vidro quebrado"
resourceBrokenGlassDesc,"O vidro quebrado pode ser derretido e transformado em vidro (em pó) na forja ou usado para dar fim a tudo, se o apocalipse for demais para você."
resourceBulletCasing,"Revestimento de balas"
resourceBulletCasingDesc,"Na forja, é possível fabricar revestimentos de balas para usar na fabricação de munição para armas de fogo."
resourceBulletTip,"Ponta de bala"
resourceBulletTipDesc,"As pontas de bala podem ser fabricadas na forja a usadas na fabricação de munição de arma de fogo."
resourceClayLump,"Solo argiloso"
resourceClayLumpDesc,"O solo argiloso, ou barro, é um recurso essencial para a forja e cultivo, e pode ser coletado na camada superior do solo de praticamente qualquer bioma."
resourceCobblestones,"Pedras portuguesas"
resourceCobblestonesDesc,"As pedras portuguesas podem ser usadas na construção de pavimentos e estruturas resistentes."
resourceCrushedSand,"Areia triturada"
resourceCrushedSandDesc,"A areia triturada é um recurso fundamental que pode ser usado na forja para fazer vidro ou fabricar outros itens."
resourceFeather,"Pena"
resourceFeatherDesc,"As penas são encontradas principalmente em ninhos de pássaros ou nos próprios pássaros. Podem ser usadas na fabricação de flechas e virotes de bestas."
resourceFemur,"Osso Grande"
resourceFemurDesc,"Você pode fazer [decea3]Pó de osso[-] raspando eles. [decea3]Pó de osso[-] é usado para fazer [decea3]Cola[-]."
resourceFishingWeight,"Peso de pesca de chumbo"
resourceFishingWeightDesc,"Objetos de chumbo podem ser sucateados na sua mochila ou fundidos em uma [decea3]Forja[-] sendo transformados no recurso principal."
resourceForgedIron,"Ferro fundido"
resourceForgedIronDesc,"Pode ser fabricado na forja e usado para fabricar, consertar e melhorar diversos itens."
resourceForgedSteel,"Aço fundido"
resourceForgedSteelDesc,"Pode ser forjado após a instalação de um cadinho na forja. O aço é usado para fazer alguns dos itens mais resistentes."
resourceGoldNugget,"Pepita de ouro"
resourceGoldNuggetDesc,"É uma pepita brilhante, pode ser fundida em um lingote para aumentar o valor."
resourceGunPowder,"Pólvora"
resourceGunPowderDesc,"Pólvora feita de carvão e nitrato que pode ser usada para fabricar munição e explosivos."
resourceLockPick,"Gazua"
resourceLockPickDesc,"Se você tiver gazuas no seu inventário, arrombe fechaduras ao segurar “E” e selecionar “Arrombar fechadura”.\nElas não precisam ser equipadas na barra de acesso rápido."
resourceLockPickBlueprint,"Diagrama de Gazua"
resourceLockPickBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
resourceMetalPipe,"Cano de ferro pequeno"
resourceMetalPipeDesc,"Um cano de ferro pequeno bem comum. Usado em várias receitas."
resourceMilitaryFiberSchematic,"Diagrama de Fibra Militar"
resourceOilSchematic,"Receita de óleo"
resourceRadiator,"Radiador de latão"
resourceRadiatorDesc,"Dispositivo colocado em equipamentos que necessitam de troca de temperatura. Boa fonte de latão se sucateado."
resourceRawDiamond,"Diamante bruto"
resourceRawDiamondDesc,"Se ao menos eu tivesse encontrado isso antes do apocalipse começar, eu me pergunto se seria um diamante de sangue."
resourceRocketCasing,"Revestimento de foguete"
resourceRocketCasingDesc,"O invólucro de foguete é usado na fabricação de munição para o lança-foguetes."
resourceRocketTip,"Ponta de foguete"
resourceRocketTipDesc,"A ponta de foguete é usada na fabricação de munição para o lança-foguetes."
resourceScrapBrass,"Latão"
resourceScrapBrassDesc,"Um recurso principal que serve para fazer revestimento de munição na forja."
resourceScrapIron,"Ferro"
resourceScrapIronDesc,"Um recurso essencial para fabricação, forja, consertos e melhoria de muros. Não tem nada mais útil que isso junto com madeira."
resourceScrapLead,"Chumbo"
resourceScrapLeadDesc,"Um recuso essencial para forja que pode ser usado para fazer pontas de balas e muito mais."
resourceScrapPolymers,"Polímeros de sucata"
resourceScrapPolymersDesc,"Pedaços de borracha e plástico que você pode moldar cuidadosamente em novos formatos."
resourceSilverNugget,"Pepita de prata"
resourceSilverNuggetDesc,"Talvez eu deva manter isso, lobisomens depois de um apocalipse desses parecem bem possíveis, não?"
resourceTrophy1,"Troféu de bronze"
resourceTrophy1Desc,"Pode ser mais útil se sucateado ou derretido numa [decea3]Forja[-]."
resourceTrophy2,"Troféu de chumbo"
resourceTrophy2Desc,"Objetos de chumbo podem ser sucateados na sua mochila ou fundidos em uma [decea3]Forja[-] sendo transformados no recurso principal"
resourceWood,"Madeira"
resourceWoodDesc,"Um pedaço de madeira. Ótimo para ferramentas e estruturas de madeira para construção."
schematicGeneralGroupDesc,"Lendo este esquema você vai aprender a criar este item."
shotgunTurretSchematic,"Diagrama da torreta automática de espingarda"
smallEngine,"Motor"
smallEngineDesc,"Uma peça comum de veículos e geradores."
speakerSchematic,"Diagrama de alto-falante"
spotlightPlayerSchematic,"Diagrama de Holofote"
switchSchematic,"Diagrama de interruptor"
toolBeaker,"Becker de Vidro"
toolBeakerDesc,"Recipiente necessário para construir uma Estação de Química."
toolBellows,"Fole avançado"
toolBellowsDesc,"Uma ferramenta que pode ser instalada na forja. Aumenta o fluxo de ar e a velocidade de fundição da forja."
toolBellowsSchematic,"Diagrama de Fole Avançado"
toolBellowsSchematicDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
resourceYuccaFibers,"Fibras vegetais"
resourceYuccaFibersDesc,"As fibras vegetais são obtidas ao destruir grama e plantas pequenas. Podem ser usadas para fabricar várias coisas."
thrownDynamite,"Banana de dinamite (munição)"
thrownDynamiteDesc,"A banana de dinamite pode ser acesa com a ação secundária e lançada com a ação primária.\nA parte de lançar é bem importante."
thrownDynamiteSchematic,"Diagrama de Banana de Dinamite"
thrownAmmoPipeBomb,"Bomba caseira (munição)"
thrownAmmoPipeBombSchematic,"Diagrama de Bomba Caseira"
thrownGrenade,"Granada (munição)"
thrownGrenadeSchematic,"Diagrama de Granada"
thrownGrenadeContact,"Granada de contato (munição)"
thrownGrenadeContactSchematic,"Diagrama de Granada de Contato"
thrownTimedCharge,"Carga cronometrada (munição)"
toolAnvil,"Bigorna"
toolAnvilDesc,"Uma ferramenta que pode ser instalada na forja. Aumenta a velocidade de fabricação da forja."
toolAnvilSchematic,"Diagrama de Bigorna"
toolForgeCrucible,"Cadinho"
toolForgeCrucibleDesc,"O cadinho é necessário para fabricar aço forjado, pontas de flecha de aço e vidro à prova de balas na forja."
toolForgeCrucibleSchematic,"Diagrama de Cadinho"
vehicle4x4TruckAccessoriesSchematic,"Diagrama dos acessórios do caminhão 4x4"
vehicle4x4TruckChassisSchematic,"Diagrama do chassi do caminhão 4x4"
vehicle4x4TruckPlaceable,"Caminhão 4x4"
vehicle4x4TruckPlaceableDesc,"Veículo funcionando. Use a ação secundária para colocá-lo no mundo."
vehicleBicycleHandlebarsSchematic,"Diagrama dos guidões da bicicleta"
vehicleBicycleChassisSchematic,"Diagrama do chassi da bicicleta"
vehicleBicyclePlaceable,"Bicicleta"
vehicleBicyclePlaceableDesc,"Veículo funcionando. Use a ação secundária para colocá-lo no mundo."
vehicleGyroCopterAccessoriesSchematic,"Diagramas dos acessórios do Girocóptero"
vehicleGyroCopterChassisSchematic,"Diagramas do chassi do Girocóptero"
vehicleGyrocopterPlaceable,"Girocóptero"
vehicleGyrocopterPlaceableDesc,"Veículo funcionando. Use a ação secundária para colocá-lo no mundo."
vehicleMinibikeChassisSchematic,"Diagrama do chassi da Minibike"
vehicleMinibikeHandlebarsSchematic,"Diagrama dos guidões da Minibike"
vehicleMinibikePlaceable,"Minibike"
vehicleMinibikePlaceableDesc,"Veículo funcionando. Use a ação secundária para colocá-lo no mundo."
vehicleMotorcycleChassisSchematic,"Diagrama do chassi da motocicleta"
vehicleMotorcycleHandlebarsSchematic,"Diagrama dos guidões da motocicleta"
vehicleMotorcyclePlaceable,"Wanderer (Motocicleta)"
vehicleMotorcyclePlaceableDesc,"Veículo funcionando. Use a ação secundária para colocá-lo no mundo."
workbenchSchematic,"Diagrama da Bancada de Trabalho"
mineCookingPotBlueprint,"Diagrama de Mina de Panela"
mineCookingPotBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
rScrapIronPlateMineBlueprint,"Diagrama de Mina de Placa de Pressão"
rScrapIronPlateMineBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
mineHubcapBlueprint,"Diagrama de Mina de calota"
mineHubcapBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
thrownTimedChargeBlueprint,"Diagrama de Carga temporizada"
thrownTimedChargeBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
mineAirFilterBlueprint,"Diagrama de Mina de filtro de ar"
mineAirFilterBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorIronSetSchematic,"Diagrama de Armadura de Ferro"
armorIronHelmetBlueprint,"Diagrama de Capacete de Ferro"
armorIronHelmetBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorIronChestBlueprint,"Diagrama de Armadura Peitoral de Ferro"
armorIronChestBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorIronGlovesBlueprint,"Diagrama de Luvas de Ferro"
armorIronGlovesBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorIronLegsBlueprint,"Diagrama de Perneira de Ferro"
armorIronLegsBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorIronBootsBlueprint,"Diagrama de Botas de Ferro"
armorIronBootsBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorSteelHelmetBlueprint,"Diagrama de Capacete de Aço"
armorSteelHelmetBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorSteelChestBlueprint,"Diagrama de Armadura Peitoral de Aço"
armorSteelChestBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorSteelGlovesBlueprint,"Diagrama de Luvas de Aço"
armorSteelGlovesBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorSteelLegsBlueprint,"Diagrama de Perneira de Aço"
armorSteelLegsBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorSteelBootsBlueprint,"Diagrama de Botas de Aço"
armorSteelBootsBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorLeatherSetSchematic,"Diagrama de Armadura de Couro"
armorLeatherHelmetBlueprint,"Diagrama de Capacete de Couro"
armorLeatherHelmetBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorLeatherChestBlueprint,"Diagrama de Armadura Peitoral de Couro"
armorLeatherChestBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorLeatherGlovesBlueprint,"Diagrama de Luvas de Couro"
armorLeatherGlovesBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorLeatherLegsBlueprint,"Diagrama de Perneira de Couro"
armorLeatherLegsBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorLeatherBootsBlueprint,"Diagrama de Botas de Couro"
armorLeatherBootsBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorMilitarySetSchematic,"Diagrama da Armadura Militar"
armorMilitaryHelmetBlueprint,"Diagrama de Capacete Militar"
armorMilitaryHelmetBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorMilitaryChestBlueprint,"Diagrama de Armadura Peitoral Militar"
armorMilitaryChestBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorMilitaryGlovesBlueprint,"Diagrama de Luvas Militares"
armorMilitaryGlovesBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorMilitaryLegsBlueprint,"Diagrama de Perneira Militar"
armorMilitaryLegsBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
armorMilitaryBootsBlueprint,"Diagrama de Botas Militares"
armorMilitaryBootsBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
meleeToolRepairT1ClawHammerBlueprint,"Diagrama de Martelo"
meleeToolRepairT1ClawHammerBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
meleeToolAxeT1IronFireaxeBlueprint,"Diagrama de Machado de Ferro"
meleeToolAxeT1IronFireaxeBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
meleeToolPickT1IronPickaxeBlueprint,"Diagrama de Picareta de Ferro"
meleeToolPickT1IronPickaxeBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
meleeToolShovelT1IronShovelBlueprint,"Diagrama de Pá de Ferro"
meleeToolShovelT1IronShovelBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
meleeToolAxeT2SteelAxeBlueprint,"Diagrama de Machado de Aço"
meleeToolAxeT2SteelAxeBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
meleeToolPickT2SteelPickaxeBlueprint,"Diagrama de Picareta de Aço"
meleeToolPickT2SteelPickaxeBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
meleeToolShovelT2SteelShovelBlueprint,"Diagrama de Pá de Aço"
meleeToolShovelT2SteelShovelBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
meleeWpnBladeT3MacheteSchematic,"Diagrama de Facão"
meleeWpnBladeT3MacheteSchematicDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
meleeWpnClubT3SteelClubBlueprint,"Diagrama de Porrete de Aço"
meleeWpnClubT3SteelClubBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
meleeWpnSpearT3SteelSpearBlueprint,"Diagrama de Lança de Aço"
meleeWpnSpearT3SteelSpearBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
drugSteroidsBlueprint,"Diagrama de Esteroides"
drugSteroidsBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
drugFortBitesBlueprint,"Diagrama de Robustoz"
drugFortBitesBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
drugRecogBlueprint,"Diagrama de Recogue"
drugRecogBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ceilingLight01_playerBlueprint,"Diagrama de Lâmpada Básica"
ceilingLight01_playerBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
industrialLight01_playerBlueprint,"Diagrama de Luz Industrial"
